DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
2120.2375,2523.2,1184.9,85.2787,0.3815,2.25725,1.0,0.975056356488,2.12946240189,5695.4932,2674.615525,0.418746121408,2.71699937943,1.09,0.282575018306,4.0
2120.3899,2557.2,1184.9,85.4669,0.382,2.255495,1.0,0.917854330709,2.15815680648,5767.751814,2672.5360255,0.42088126148,2.71734100184,1.09,0.283804071375,4.0
2120.5425,2629.9,1255.1,89.709,0.3765,2.2678,1.0,0.918292186474,2.09537088678,5964.08722,2846.31578,0.469008135542,2.72504130169,1.09,0.279651224232,4.0
2120.6948,2636.1,1257.6,91.226,0.361,2.282688,1.0,0.949214707814,2.09613549618,6017.3938368,2870.7084288,0.486218589786,2.72779497437,1.09,0.271772096833,4.0
2120.8472,2624.7,1221.4,88.8142,0.3521,2.287584,1.0,0.972038663172,2.14892746029,6004.2217248,2794.0550976,0.458856576901,2.7234170523,1.09,0.266822886225,4.0
2120.9995,2595.0,1198.7,88.5883,0.3447,2.2835125,1.0,0.964578740157,2.16484524902,5925.7149375,2737.24643375,0.456293728111,2.7230069965,1.09,0.269132035221,4.0
2121.1521,2558.1,1198.7,87.7046,0.3508,2.2791765,1.0,0.948834537098,2.13406190039,5830.36140465,2732.04887055,0.446268099623,2.72140289594,1.09,0.271071233869,4.0
2121.3044,2547.7,1153.6,86.3778,0.3477,2.274264,1.0,0.954409448819,2.2084778086,5794.1423928,2623.5909504,0.431215475568,2.71899447609,1.09,0.273009198385,4.0
2121.4568,2543.9,1149.1,85.2243,0.3292,2.279432,1.0,0.9898,2.21381951092,5798.6470648,2619.2953112,0.418128950208,2.71690063203,1.09,0.268896958683,4.0
2121.6091,2518.5,1179.1,84.3952,0.3353,2.277545,1.0,0.990433070866,2.13595114918,5735.9970825,2685.4533095,0.408722761932,2.71539564191,1.09,0.269380962161,4.0
